265	70.5	114.1883333
265	71	139.1478
265	71.3	154.6279
265	71.5	162.973
265	71.7	172.3539
265	72	186.5517478		
267	70.5	110.527
267	71	135.6425
267	71.3	149.0731
267	71.5	159.164
267	71.7	168.1348
267	72	182.522		
270	70.5	104.3175071
270	71	129.9982788
270	71.3	144.48203
270	71.5	154.2811973
270	71.7	163.4107118
270	72	178.0204567		
272	70.8	115.8568571
272	71	125.5023333
272	71.3	139.9712222
272	71.5	149.5915556
272	71.7	160.1153333
272	72	173.568635		
275	71	119.3475489
275	71.3	133.2370622
275	71.5	143.0903222
275	71.7	152.7283722
275	71.9	162.2842405
275	72	166.782332		
277	71	115.6939
277	71.3	131.63775
277	71.5	142.5217857
277	71.7	150.3695833
277	71.8	155.724
277	71.9	160.9256364
277	72	164.2865879
277	71.1	121.152855
277	71.2	125.8802208		
280	71	111.0905364
280	71.1	115.7552533
280	71.5	134.3118923
280	71.9	154.1798531
280	72	159.3561517		
282	71	108.4102678
282	71.1	112.7475508
282	71.5	131.9689733
282	71.9	151.9597153
282	72	155.81171		
285	71	100.252716
285	71.1	105.8875913
285	71.5	125.3605983
285	71.9	144.9233707
285	72	149.5903443		
287	71.5	119.012436
287	71.6	124.898675
287	72.5	168.5885231
287	72.9	186.6239592
287	73	191.0768917		
290	71.5	113.8936644
290	72	137.4076483
290	72.5	162.7069562
290	73	187.6642708		
292	71.7	118.6798567
292	72	133.0667183
292	72.2	143.7994306
292	72.5	158.6069123
292	73	182.9324318		
295	71.7	111.9637845
295	71.8	116.796938
295	71.9	121.7860533
295	72	127.7251892
295	72.2	136.4565236
295	72.5	152.046845
295	73	176.0773277
